instant,date,count
103,2011-01-24,92
104,2011-01-24,42
105,2011-01-24,32
106,2011-01-24,31
107,2011-01-24,38
108,2011-01-24,35
109,2011-01-24,36
110,2011-01-24,60
111,2011-01-24,107
112,2011-01-24,122
113,2011-01-24,90
114,2011-01-24,52
115,2011-01-24,40
116,2011-01-24,20
117,2011-01-24,22
118,2011-01-25,2
119,2011-01-25,1
120,2011-01-25,1
121,2011-01-25,4
122,2011-01-25,3
123,2011-01-25,31
124,2011-01-25,99
125,2011-01-25,154
126,2011-01-25,121
127,2011-01-25,56
128,2011-01-25,42
129,2011-01-25,62
130,2011-01-25,68
131,2011-01-25,70
132,2011-01-25,71
133,2011-01-25,105
134,2011-01-25,159
135,2011-01-25,171
136,2011-01-25,107
137,2011-01-25,61
138,2011-01-25,49
139,2011-01-25,31
140,2011-01-25,19
141,2011-01-26,7
142,2011-01-26,5
143,2011-01-26,1
144,2011-01-26,-8
145,2011-01-26,0
146,2011-01-26,50
147,2011-01-26,87
148,2011-01-26,59
149,2011-01-26,14
150,2011-01-26,6
151,2011-01-26,20
152,2011-01-26,30
153,2011-01-26,40
154,2011-01-26,47
155,2011-01-26,25
156,2011-01-26,87
157,2011-01-27,103
158,2011-01-27,169
159,2011-01-27,172
160,2011-01-27,118
161,2011-01-27,73
162,2011-01-27,56
163,2011-01-27,32
164,2011-01-27,12
165,2011-01-28,16
166,2011-01-28,6
167,2011-01-28,-1
168,2011-01-28,-5
169,2011-01-28,6
170,2011-01-28,27
171,2011-01-28,85
172,2011-01-28,130
173,2011-01-28,59
174,2011-01-28,24
175,2011-01-28,21
176,2011-01-28,27
177,2011-01-28,27
178,2011-01-28,31
179,2011-01-28,86
180,2011-01-28,133
181,2011-01-28,172
182,2011-01-28,157
183,2011-01-28,112
184,2011-01-28,66
185,2011-01-28,46
186,2011-01-28,26
187,2011-01-28,27
188,2011-01-29,29
189,2011-01-29,35
190,2011-01-29,30
191,2011-01-29,13
192,2011-01-29,4
193,2011-01-29,0
194,2011-01-29,9
195,2011-01-29,26
196,2011-01-29,37
197,2011-01-29,67
198,2011-01-29,85
199,2011-01-29,89
200,2011-01-29,93
201,2011-01-29,103
202,2011-01-29,115
203,2011-01-29,119
204,2011-01-29,116
205,2011-01-29,81
206,2011-01-29,44
207,2011-01-29,48
208,2011-01-29,45
209,2011-01-29,30
210,2011-01-29,30
211,2011-01-30,33
212,2011-01-30,25
213,2011-01-30,16
214,2011-01-30,8
215,2011-01-30,7
216,2011-01-30,6
217,2011-01-30,1
218,2011-01-30,6
219,2011-01-30,16
220,2011-01-30,34
221,2011-01-30,81
222,2011-01-30,117
223,2011-01-30,100
224,2011-01-30,112
225,2011-01-30,133
226,2011-01-30,124
227,2011-01-30,97
228,2011-01-30,76
229,2011-01-30,63
230,2011-01-30,36
231,2011-01-30,27
232,2011-01-30,19
233,2011-01-30,14
234,2011-01-31,-2
235,2011-01-31,0
236,2011-01-31,0
237,2011-01-31,0
238,2011-01-31,2
239,2011-01-31,5
240,2011-01-31,29
241,2011-01-31,96
242,2011-01-31,131
243,2011-01-31,89
244,2011-01-31,35
245,2011-01-31,18
246,2011-01-31,38
247,2011-01-31,45
248,2011-01-31,41
249,2011-01-31,36
250,2011-01-31,63
251,2011-01-31,108
252,2011-01-31,124
253,2011-01-31,120
254,2011-01-31,44
255,2011-01-31,25
256,2011-01-31,23
257,2011-01-31,23
258,2011-02-20,39
259,2011-02-20,28
260,2011-02-20,15
261,2011-02-20,2
262,2011-02-20,0
263,2011-02-20,-7
264,2011-02-20,-4
265,2011-02-20,15
266,2011-02-20,42
267,2011-02-20,67
268,2011-02-20,111
269,2011-02-20,136
270,2011-02-20,155
271,2011-02-20,175
272,2011-02-20,193
273,2011-02-20,177
274,2011-02-20,134
275,2011-02-20,71
276,2011-02-20,48
277,2011-02-20,50
278,2011-02-20,46
279,2011-02-20,24
280,2011-02-20,19
281,2011-02-21,20
282,2011-02-21,18
283,2011-02-21,9
284,2011-02-21,2
285,2011-02-21,3
286,2011-02-21,28
287,2011-02-21,40
288,2011-02-21,73
289,2011-02-21,88
290,2011-02-21,78
291,2011-02-21,61
292,2011-02-21,57
293,2011-02-21,31
294,2011-02-21,-24
295,2011-02-21,13
296,2011-02-21,22
297,2011-02-21,11
298,2011-02-21,77
299,2011-02-21,73
300,2011-02-21,53
301,2011-02-21,41
302,2011-02-21,16
303,2011-02-21,3
304,2011-02-21,2
305,2011-02-22,24
306,2011-02-22,100
307,2011-02-22,153
308,2011-02-22,108
309,2011-02-22,48
310,2011-02-22,40
311,2011-02-22,63
312,2011-02-22,60
313,2011-02-22,35
314,2011-02-22,27
315,2011-02-22,71
316,2011-02-22,144
317,2011-02-22,170
318,2011-02-22,92
319,2011-02-22,59
320,2011-02-22,55
321,2011-02-22,35
322,2011-02-22,14
323,2011-02-23,9
324,2011-02-23,5
325,2011-02-23,1
326,2011-02-23,1
327,2011-02-23,2
328,2011-02-23,30
329,2011-02-23,126
330,2011-02-23,189
331,2011-02-23,142
332,2011-02-23,59
333,2011-02-23,51
334,2011-02-23,79
335,2011-02-23,79
336,2011-02-23,58
337,2011-02-23,53
338,2011-02-23,117
339,2011-02-23,205
340,2011-02-23,220
341,2011-02-23,161
342,2011-02-23,85
343,2011-02-23,89
344,2011-02-23,60
345,2011-02-23,24
346,2011-02-24,13
347,2011-02-24,5
348,2011-02-24,0
349,2011-02-24,1
350,2011-02-24,2
351,2011-02-24,36
352,2011-02-24,142
353,2011-02-24,220
354,2011-02-24,133
355,2011-02-24,65
356,2011-02-24,69
357,2011-02-24,96
358,2011-02-24,95
359,2011-02-24,81
360,2011-02-24,29
361,2011-02-24,62
362,2011-02-24,104
363,2011-02-24,210
364,2011-02-24,93
365,2011-02-24,112
366,2011-02-24,91
367,2011-02-24,42
368,2011-02-24,31
369,2011-02-25,10
370,2011-02-25,8
371,2011-02-25,2
372,2011-02-25,-1
373,2011-02-25,10
374,2011-02-25,43
375,2011-02-25,96
376,2011-02-25,127
377,2011-02-25,81
378,2011-02-25,57
379,2011-02-25,95
380,2011-02-25,76
381,2011-02-25,65
382,2011-02-25,49
383,2011-02-25,87
384,2011-02-25,124
385,2011-02-25,155
386,2011-02-25,158
387,2011-02-25,89
388,2011-02-25,42
389,2011-02-25,50
390,2011-02-25,38
391,2011-02-25,31
392,2011-02-26,27
393,2011-02-26,21
394,2011-02-26,14
395,2011-02-26,7
396,2011-02-26,3
397,2011-02-26,4
398,2011-02-26,0
399,2011-02-26,13
400,2011-02-26,36
401,2011-02-26,55
402,2011-02-26,93
403,2011-02-26,126
404,2011-02-26,139
405,2011-02-26,143
406,2011-02-26,150
407,2011-02-26,156
408,2011-02-26,173
409,2011-02-26,153
410,2011-02-26,106
411,2011-02-26,60
412,2011-02-26,53
413,2011-02-26,55
414,2011-02-26,45
415,2011-02-26,29
416,2011-02-27,36
417,2011-02-27,31
418,2011-02-27,25
419,2011-02-27,14
420,2011-02-27,8
421,2011-02-27,-2
422,2011-02-27,0
423,2011-02-27,16
424,2011-02-27,34
425,2011-02-27,63
426,2011-02-27,113
427,2011-02-27,139
428,2011-02-27,163
429,2011-02-27,190
430,2011-02-27,214
431,2011-02-27,210
432,2011-02-27,160
433,2011-02-27,113
434,2011-02-27,78
435,2011-02-27,67
436,2011-02-27,61
437,2011-02-27,37
438,2011-02-27,21
439,2011-02-28,8
440,2011-02-28,3
441,2011-02-28,3
442,2011-02-28,13
443,2011-02-28,42
444,2011-02-28,119
445,2011-02-28,148
446,2011-02-28,135
447,2011-02-28,70
448,2011-02-28,75
449,2011-02-28,87
450,2011-02-28,24
451,2011-02-28,6
452,2011-02-28,11
453,2011-02-28,58
454,2011-02-28,118
455,2011-02-28,175
456,2011-02-28,113
457,2011-02-28,58
458,2011-02-28,54
459,2011-02-28,19
460,2011-02-28,22
461,2011-03-20,39
462,2011-03-20,33
463,2011-03-20,29
464,2011-03-20,17
465,2011-03-20,11
466,2011-03-20,5
467,2011-03-20,-4
468,2011-03-20,0
469,2011-03-20,24
470,2011-03-20,58
471,2011-03-20,79
472,2011-03-20,152
473,2011-03-20,172
474,2011-03-20,203
475,2011-03-20,249
476,2011-03-20,266
477,2011-03-20,266
478,2011-03-20,208
479,2011-03-20,139
480,2011-03-20,70
481,2011-03-20,46
482,2011-03-20,27
483,2011-03-20,17
484,2011-03-20,1
485,2011-03-21,-1
486,2011-03-21,-8
487,2011-03-21,0
488,2011-03-21,6
489,2011-03-21,0
490,2011-03-21,12
491,2011-03-21,42
492,2011-03-21,145
493,2011-03-21,115
494,2011-03-21,61
495,2011-03-21,60
496,2011-03-21,71
497,2011-03-21,93
498,2011-03-21,97
499,2011-03-21,118
500,2011-03-21,172
501,2011-03-21,270
502,2011-03-21,270
503,2011-03-21,199
504,2011-03-21,118
505,2011-03-21,67
506,2011-03-21,59
507,2011-03-21,41
508,2011-03-22,11
509,2011-03-22,3
510,2011-03-22,1
511,2011-03-22,3
512,2011-03-22,13
513,2011-03-22,6
514,2011-03-22,44
515,2011-03-22,155
516,2011-03-22,215
517,2011-03-22,144
518,2011-03-22,78
519,2011-03-22,56
520,2011-03-22,81
521,2011-03-22,89
522,2011-03-22,66
523,2011-03-22,83
524,2011-03-22,181
525,2011-03-22,304
526,2011-03-22,314
527,2011-03-22,178
528,2011-03-22,76
529,2011-03-22,52
530,2011-03-22,41
531,2011-03-22,30
532,2011-03-23,7
533,2011-03-23,7
534,2011-03-23,5
535,2011-03-23,3
536,2011-03-23,-4
537,2011-03-23,29
538,2011-03-23,141
539,2011-03-23,219
540,2011-03-23,138
541,2011-03-23,36
542,2011-03-23,20
543,2011-03-23,41
544,2011-03-23,0
545,2011-03-23,47
546,2011-03-23,51
547,2011-03-23,121
548,2011-03-23,218
549,2011-03-23,146
550,2011-03-23,106
551,2011-03-23,12
552,2011-03-23,27
553,2011-03-23,53
554,2011-03-23,49
555,2011-03-24,6
556,2011-03-24,2
557,2011-03-24,0
558,2011-03-24,0
559,2011-03-24,4
560,2011-03-24,-1
561,2011-03-24,32
562,2011-03-24,82
563,2011-03-24,117
564,2011-03-24,135
565,2011-03-24,21
566,2011-03-24,21
567,2011-03-24,49
568,2011-03-24,48
569,2011-03-24,29
570,2011-03-24,18
571,2011-03-24,79
572,2011-03-24,165
573,2011-03-24,172
574,2011-03-24,86
575,2011-03-24,45
576,2011-03-24,54
577,2011-03-24,41
578,2011-03-24,1
579,2011-03-25,8
580,2011-03-25,1
581,2011-03-25,3
582,2011-03-25,5
583,2011-03-25,4
584,2011-03-25,-4
585,2011-03-25,26
586,2011-03-25,122
587,2011-03-25,190
588,2011-03-25,139
589,2011-03-25,79
590,2011-03-25,78
591,2011-03-25,119
592,2011-03-25,125
593,2011-03-25,94
594,2011-03-25,45
595,2011-03-25,78
596,2011-03-25,130
597,2011-03-25,140
598,2011-03-25,72
599,2011-03-25,35
600,2011-03-25,30
601,2011-03-25,25
602,2011-03-25,26
603,2011-03-26,10
604,2011-03-26,6
605,2011-03-26,6
606,2011-03-26,4
607,2011-03-26,6
608,2011-03-26,3
609,2011-03-26,-9
610,2011-03-26,-3
611,2011-03-26,28
612,2011-03-26,69
613,2011-03-26,121
614,2011-03-26,183
615,2011-03-26,222
616,2011-03-26,241
617,2011-03-26,246
618,2011-03-26,222
619,2011-03-26,191
620,2011-03-26,149
621,2011-03-26,93
622,2011-03-26,50
623,2011-03-26,35
624,2011-03-26,27
625,2011-03-26,21
626,2011-03-26,7
627,2011-03-27,15
628,2011-03-27,8
629,2011-03-27,25
630,2011-03-27,13
631,2011-03-27,11
632,2011-03-27,0
633,2011-03-27,-1
634,2011-03-27,42
635,2011-03-27,92
636,2011-03-27,131
637,2011-03-27,178
638,2011-03-27,190
639,2011-03-27,210
640,2011-03-27,241
641,2011-03-27,238
642,2011-03-27,235
643,2011-03-27,170
644,2011-03-27,110
645,2011-03-27,45
646,2011-03-27,6
647,2011-03-27,-5
648,2011-03-27,-7
649,2011-03-27,-3
650,2011-03-28,3
651,2011-03-28,-1
652,2011-03-28,2
653,2011-03-28,7
654,2011-03-28,-1
655,2011-03-28,17
656,2011-03-28,96
657,2011-03-28,156
658,2011-03-28,118
659,2011-03-28,67
660,2011-03-28,52
661,2011-03-28,66
662,2011-03-28,66
663,2011-03-28,71
664,2011-03-28,77
665,2011-03-28,151
666,2011-03-28,227
667,2011-03-28,227
668,2011-03-28,139
669,2011-03-28,62
670,2011-03-28,29
671,2011-03-28,7
672,2011-03-28,0
673,2011-03-29,7
674,2011-03-29,1
675,2011-03-29,1
676,2011-03-29,7
677,2011-03-29,10
678,2011-03-29,0
679,2011-03-29,26
680,2011-03-29,127
681,2011-03-29,195
682,2011-03-29,138
683,2011-03-29,56
684,2011-03-29,51
685,2011-03-29,69
686,2011-03-29,61
687,2011-03-29,48
688,2011-03-29,60
689,2011-03-29,143
690,2011-03-29,271
691,2011-03-29,272
692,2011-03-29,148
693,2011-03-29,81
694,2011-03-29,60
695,2011-03-29,43
696,2011-03-29,25
697,2011-03-30,8
698,2011-03-30,2
699,2011-03-30,4
700,2011-03-30,8
701,2011-03-30,14
702,2011-03-30,2
703,2011-03-30,35
704,2011-03-30,155
705,2011-03-30,222
706,2011-03-30,146
707,2011-03-30,52
708,2011-03-30,38
709,2011-03-30,60
710,2011-03-30,59
711,2011-03-30,38
712,2011-03-30,-24
713,2011-03-30,18
714,2011-03-30,92
715,2011-03-30,163
716,2011-03-30,98
717,2011-03-30,25
718,2011-03-30,40
719,2011-03-30,30
720,2011-03-30,33
721,2011-03-31,0
722,2011-03-31,2
723,2011-03-31,2
724,2011-03-31,4
725,2011-03-31,9
726,2011-03-31,1
727,2011-03-31,7
728,2011-03-31,74
729,2011-03-31,203
730,2011-03-31,67
731,2011-03-31,-6
732,2011-03-31,-18
733,2011-03-31,-18
734,2011-03-31,-26
735,2011-03-31,-36
736,2011-03-31,-42
737,2011-03-31,74
738,2011-03-31,160
739,2011-03-31,192
740,2011-03-31,131
741,2011-03-31,34
742,2011-03-31,69
743,2011-03-31,40
744,2011-03-31,50
745,2011-04-20,18
746,2011-04-20,8
747,2011-04-20,-1
748,2011-04-20,0
749,2011-04-20,3
750,2011-04-20,4
751,2011-04-20,79
752,2011-04-20,256
753,2011-04-20,366
754,2011-04-20,252
755,2011-04-20,100
756,2011-04-20,87
757,2011-04-20,154
758,2011-04-20,148
759,2011-04-20,106
760,2011-04-20,156
761,2011-04-20,270
762,2011-04-20,417
763,2011-04-20,455
764,2011-04-20,341
765,2011-04-20,235
766,2011-04-20,177
767,2011-04-20,125
768,2011-04-20,49
769,2011-04-21,34
770,2011-04-21,16
771,2011-04-21,6
772,2011-04-21,2
773,2011-04-21,4
774,2011-04-21,1
775,2011-04-21,49
776,2011-04-21,186
777,2011-04-21,250
778,2011-04-21,178
779,2011-04-21,88
780,2011-04-21,96
781,2011-04-21,149
782,2011-04-21,147
783,2011-04-21,102
784,2011-04-21,92
785,2011-04-21,190
786,2011-04-21,341
787,2011-04-21,352
788,2011-04-21,235
789,2011-04-21,151
790,2011-04-21,127
791,2011-04-21,94
792,2011-04-21,37
793,2011-04-22,30
794,2011-04-22,20
795,2011-04-22,14
796,2011-04-22,8
797,2011-04-22,5
798,2011-04-22,5
799,2011-04-22,56
800,2011-04-22,151
801,2011-04-22,210
802,2011-04-22,70
803,2011-04-22,81
804,2011-04-22,25
805,2011-04-22,48
806,2011-04-22,34
807,2011-04-22,12
808,2011-04-22,29
809,2011-04-22,96
810,2011-04-22,151
811,2011-04-22,165
812,2011-04-22,100
813,2011-04-22,32
814,2011-04-22,13
815,2011-04-22,36
816,2011-04-22,81
817,2011-04-23,34
818,2011-04-23,27
819,2011-04-23,25
820,2011-04-23,17
821,2011-04-23,19
822,2011-04-23,19
823,2011-04-23,5
824,2011-04-23,22
825,2011-04-23,53
826,2011-04-23,76
827,2011-04-23,121
828,2011-04-23,176
829,2011-04-23,268
830,2011-04-23,280
831,2011-04-23,300
832,2011-04-23,299
833,2011-04-23,293
834,2011-04-23,281
835,2011-04-23,236
836,2011-04-23,169
837,2011-04-23,118
838,2011-04-23,97
839,2011-04-23,83
840,2011-04-23,71
841,2011-04-24,53
842,2011-04-24,40
843,2011-04-24,34
844,2011-04-24,25
845,2011-04-24,15
846,2011-04-24,7
847,2011-04-24,10
848,2011-04-24,27
849,2011-04-24,66
850,2011-04-24,117
851,2011-04-24,192
852,2011-04-24,276
853,2011-04-24,318
854,2011-04-24,348
855,2011-04-24,378
856,2011-04-24,381
857,2011-04-24,395
858,2011-04-24,352
859,2011-04-24,293
860,2011-04-24,136
861,2011-04-24,86
862,2011-04-24,58
863,2011-04-24,41
864,2011-04-24,28
865,2011-04-25,1
866,2011-04-25,18
867,2011-04-25,15
868,2011-04-25,11
869,2011-04-25,15
870,2011-04-25,12
871,2011-04-25,60
872,2011-04-25,167
873,2011-04-25,258
874,2011-04-25,189
875,2011-04-25,108
876,2011-04-25,106
877,2011-04-25,142
878,2011-04-25,160
879,2011-04-25,161
880,2011-04-25,194
881,2011-04-25,287
882,2011-04-25,434
883,2011-04-25,434
884,2011-04-25,306
885,2011-04-25,188
886,2011-04-25,135
887,2011-04-25,100
888,2011-04-25,58
889,2011-04-26,26
890,2011-04-26,14
891,2011-04-26,3
892,2011-04-26,1
893,2011-04-26,5
894,2011-04-26,9
895,2011-04-26,86
896,2011-04-26,252
897,2011-04-26,329
898,2011-04-26,229
899,2011-04-26,103
900,2011-04-26,100
901,2011-04-26,144
902,2011-04-26,149
903,2011-04-26,125
904,2011-04-26,131
905,2011-04-26,248
906,2011-04-26,407
907,2011-04-26,423
908,2011-04-26,281
909,2011-04-26,182
910,2011-04-26,151
911,2011-04-26,92
912,2011-04-26,57
913,2011-04-27,25
914,2011-04-27,12
915,2011-04-27,0
916,2011-04-27,1
917,2011-04-27,6
918,2011-04-27,7
919,2011-04-27,97
920,2011-04-27,228
921,2011-04-27,305
922,2011-04-27,197
923,2011-04-27,89
924,2011-04-27,94
925,2011-04-27,129
926,2011-04-27,130
927,2011-04-27,109
928,2011-04-27,96
929,2011-04-27,218
930,2011-04-27,276
931,2011-04-27,313
932,2011-04-27,283
933,2011-04-27,189
934,2011-04-27,167
935,2011-04-27,101
936,2011-04-27,60
937,2011-04-28,34
938,2011-04-28,20
939,2011-04-28,6
940,2011-04-28,1
941,2011-04-28,6
942,2011-04-28,14
943,2011-04-28,83
944,2011-04-28,233
945,2011-04-28,311
946,2011-04-28,129
947,2011-04-28,90
948,2011-04-28,95
949,2011-04-28,144
950,2011-04-28,136
951,2011-04-28,99
952,2011-04-28,112
953,2011-04-28,211
954,2011-04-28,361
955,2011-04-28,389
956,2011-04-28,288
957,2011-04-28,184
958,2011-04-28,157
959,2011-04-28,115
960,2011-04-28,49
961,2011-04-29,45
962,2011-04-29,28
963,2011-04-29,17
964,2011-04-29,11
965,2011-04-29,8
966,2011-04-29,10
967,2011-04-29,69
968,2011-04-29,195
969,2011-04-29,263
970,2011-04-29,197
971,2011-04-29,127
972,2011-04-29,160
973,2011-04-29,205
974,2011-04-29,208
975,2011-04-29,184
976,2011-04-29,162
977,2011-04-29,217
978,2011-04-29,298
979,2011-04-29,298
980,2011-04-29,176
981,2011-04-29,109
982,2011-04-29,100
983,2011-04-29,92
984,2011-04-29,79
985,2011-04-30,57
986,2011-04-30,46
987,2011-04-30,32
988,2011-04-30,13
989,2011-04-30,5
990,2011-04-30,3
991,2011-04-30,-2
992,2011-04-30,14
993,2011-04-30,57
994,2011-04-30,113
995,2011-04-30,192
996,2011-04-30,279
997,2011-04-30,333
998,2011-04-30,365
999,2011-04-30,365
1000,2011-04-30,351
1001,2011-04-30,325
1002,2011-04-30,298
1003,2011-04-30,247
1004,2011-04-30,177
1005,2011-04-30,113
1006,2011-04-30,106
1007,2011-04-30,92
1008,2011-04-30,63
1009,2011-05-20,42
1010,2011-05-20,24
1011,2011-05-20,13
1012,2011-05-20,8
1013,2011-05-20,8
1014,2011-05-20,18
1015,2011-05-20,92
1016,2011-05-20,235
1017,2011-05-20,300
1018,2011-05-20,214
1019,2011-05-20,131
1020,2011-05-20,159
1021,2011-05-20,231
1022,2011-05-20,174
1023,2011-05-20,213
1024,2011-05-20,250
1025,2011-05-20,350
1026,2011-05-20,444
1027,2011-05-20,420
1028,2011-05-20,281
1029,2011-05-20,187
1030,2011-05-20,168
1031,2011-05-20,148
1032,2011-05-20,116
1033,2011-05-21,94
1034,2011-05-21,76
1035,2011-05-21,49
1036,2011-05-21,18
1037,2011-05-21,8
1038,2011-05-21,5
1039,2011-05-21,7
1040,2011-05-21,40
1041,2011-05-21,101
1042,2011-05-21,173
1043,2011-05-21,260
1044,2011-05-21,345
1045,2011-05-21,397
1046,2011-05-21,420
1047,2011-05-21,425
1048,2011-05-21,399
1049,2011-05-21,365
1050,2011-05-21,362
1051,2011-05-21,333
1052,2011-05-21,251
1053,2011-05-21,183
1054,2011-05-21,173
1055,2011-05-21,151
1056,2011-05-21,114
1057,2011-05-22,94
1058,2011-05-22,74
1059,2011-05-22,56
1060,2011-05-22,30
1061,2011-05-22,15
1062,2011-05-22,9
1063,2011-05-22,11
1064,2011-05-22,36
1065,2011-05-22,83
1066,2011-05-22,146
1067,2011-05-22,242
1068,2011-05-22,348
1069,2011-05-22,375
1070,2011-05-22,364
1071,2011-05-22,260
1072,2011-05-22,349
1073,2011-05-22,412
1074,2011-05-22,404
1075,2011-05-22,340
1076,2011-05-22,262
1077,2011-05-22,203
1078,2011-05-22,166
1079,2011-05-22,120
1080,2011-05-22,58
1081,2011-05-23,5
1082,2011-05-23,27
1083,2011-05-23,9
1084,2011-05-23,11
1085,2011-05-23,14
1086,2011-05-23,23
1087,2011-05-23,91
1088,2011-05-23,224
1089,2011-05-23,318
1090,2011-05-23,215
1091,2011-05-23,119
1092,2011-05-23,131
1093,2011-05-23,177
1094,2011-05-23,174
1095,2011-05-23,137
1096,2011-05-23,160
1097,2011-05-23,306
1098,2011-05-23,416
1099,2011-05-23,482
1100,2011-05-23,359
1101,2011-05-23,211
1102,2011-05-23,166
1103,2011-05-23,122
1104,2011-05-23,68
1105,2011-05-24,15
1106,2011-05-24,10
1107,2011-05-24,6
1108,2011-05-24,8
1109,2011-05-24,4
1110,2011-05-24,15
1111,2011-05-24,98
1112,2011-05-24,161
1113,2011-05-24,208
1114,2011-05-24,235
1115,2011-05-24,119
1116,2011-05-24,129
1117,2011-05-24,186
1118,2011-05-24,186
1119,2011-05-24,152
1120,2011-05-24,139
1121,2011-05-24,294
1122,2011-05-24,494
1123,2011-05-24,506
1124,2011-05-24,363
1125,2011-05-24,255
1126,2011-05-24,204
1127,2011-05-24,74
1128,2011-05-24,67
1129,2011-05-25,26
1130,2011-05-25,15
1131,2011-05-25,4
1132,2011-05-25,1
1133,2011-05-25,7
1134,2011-05-25,18
1135,2011-05-25,121
1136,2011-05-25,335
1137,2011-05-25,417
1138,2011-05-25,272
1139,2011-05-25,117
1140,2011-05-25,127
1141,2011-05-25,180
1142,2011-05-25,179
1143,2011-05-25,146
1144,2011-05-25,156
1145,2011-05-25,287
1146,2011-05-25,478
1147,2011-05-25,508
1148,2011-05-25,387
1149,2011-05-25,278
1150,2011-05-25,228
1151,2011-05-25,169
1152,2011-05-25,75
1153,2011-05-26,40
1154,2011-05-26,19
1155,2011-05-26,5
1156,2011-05-26,4
1157,2011-05-26,10
1158,2011-05-26,18
1159,2011-05-26,99
1160,2011-05-26,270
1161,2011-05-26,355
1162,2011-05-26,256
1163,2011-05-26,110
1164,2011-05-26,122
1165,2011-05-26,182
1166,2011-05-26,180
1167,2011-05-26,145
1168,2011-05-26,208
1169,2011-05-26,325
1170,2011-05-26,466
1171,2011-05-26,494
1172,2011-05-26,377
1173,2011-05-26,266
1174,2011-05-26,231
1175,2011-05-26,178
1176,2011-05-26,97
1177,2011-05-27,61
1178,2011-05-27,40
1179,2011-05-27,22
1180,2011-05-27,12
1181,2011-05-27,10
1182,2011-05-27,25
1183,2011-05-27,101
1184,2011-05-27,245
1185,2011-05-27,307
1186,2011-05-27,219
1187,2011-05-27,136
1188,2011-05-27,169
1189,2011-05-27,235
1190,2011-05-27,224
1191,2011-05-27,205
1192,2011-05-27,227
1193,2011-05-27,330
1194,2011-05-27,425
1195,2011-05-27,433
1196,2011-05-27,241
1197,2011-05-27,180
1198,2011-05-27,166
1199,2011-05-27,158
1200,2011-05-27,117
1201,2011-05-28,94
1202,2011-05-28,73
1203,2011-05-28,45
1204,2011-05-28,19
1205,2011-05-28,9
1206,2011-05-28,7
1207,2011-05-28,10
1208,2011-05-28,41
1209,2011-05-28,102
1210,2011-05-28,169
1211,2011-05-28,254
1212,2011-05-28,331
1213,2011-05-28,384
1214,2011-05-28,396
1215,2011-05-28,401
1216,2011-05-28,387
1217,2011-05-28,365
1218,2011-05-28,352
1219,2011-05-28,308
1220,2011-05-28,239
1221,2011-05-28,198
1222,2011-05-28,181
1223,2011-05-28,154
1224,2011-05-28,115
1225,2011-05-29,96
1226,2011-05-29,76
1227,2011-05-29,59
1228,2011-05-29,32
1229,2011-05-29,14
1230,2011-05-29,10
1231,2011-05-29,21
1232,2011-05-29,44
1233,2011-05-29,79
1234,2011-05-29,121
1235,2011-05-29,217
1236,2011-05-29,299
1237,2011-05-29,348
1238,2011-05-29,396
1239,2011-05-29,408
1240,2011-05-29,414
1241,2011-05-29,414
1242,2011-05-29,402
1243,2011-05-29,341
1244,2011-05-29,263
1245,2011-05-29,205
